Student ID,Report Class Code,Item Code,EnteredText
150270,11 Legal Studies,Subject grade,C
150270,11 Legal Studies,Subject grade 2,D
150270,11 Legal Studies,Subject grade 3,B
150270,11 Maths General,Subject grade,B
150270,11 Maths General,Subject grade 2,B
150270,11 Maths General,Subject grade 3,B
150298,11 Energy Tech,Subject grade,C+
150298,11 Energy Tech,Subject grade 2,NA
150298,11 Energy Tech,Subject grade 3,C+
150298,11 English Essentials,Subject grade,C+
150298,11 English Essentials,Subject grade 2,NA
150298,11 English Essentials,Subject grade 3,C+
150298,11 Hospitality,Subject grade,C-
150298,11 Hospitality,Subject grade 2,NA
150298,11 Hospitality,Subject grade 3,C-
150298,11 Sport & Recreation,Subject grade,C
150298,11 Sport & Recreation,Subject grade 2,NA
150298,11 Sport & Recreation,Subject grade 3,C-
150322,11 Biology,Subject grade,A
150322,11 Biology,Subject grade 2,A
150322,11 Biology,Subject grade 3,B
150322,11 Chemistry,Subject grade,A
150322,11 Chemistry,Subject grade 2,A
150322,11 Chemistry,Subject grade 3,A
150322,11 English,Subject grade,A
150322,11 English,Subject grade 2,NA
150322,11 English,Subject grade 3,A
150322,11 Maths Studies 3,Subject grade,A
150322,11 Maths Studies 3,Subject grade 2,A
150322,11 Maths Studies 3,Subject grade 3,A
150322,11 Maths Studies 4,Subject grade,A
150322,11 Maths Studies 4,Subject grade 2,A
150322,11 Maths Studies 4,Subject grade 3,A
150322,11 Physics,Subject grade,A
150322,11 Physics,Subject grade 2,A
150322,11 Physics,Subject grade 3,A
150324,11 Biology,Subject grade,B
150324,11 Biology,Subject grade 2,C+
150324,11 Biology,Subject grade 3,B
150324,11 Digital Photography,Subject grade,B
150324,11 Digital Photography,Subject grade 2,NA
150324,11 Digital Photography,Subject grade 3,A
150324,11 English Studies,Subject grade,B
150324,11 English Studies,Subject grade 2,B
150324,11 English Studies,Subject grade 3,B
150324,11 Maths General,Subject grade,B
150324,11 Maths General,Subject grade 2,B
150324,11 Maths General,Subject grade 3,B
150324,11 Woodwork,Subject grade,A
150324,11 Woodwork,Subject grade 2,NA
150324,11 Woodwork,Subject grade 3,A
160088,11 English,Subject grade,B
160088,11 English,Subject grade 2,NA
160088,11 English,Subject grade 3,B
160088,11 Info Pro & Pub,Subject grade,D
160088,11 Info Pro & Pub,Subject grade 2,NA
160088,11 Info Pro & Pub,Subject grade 3,C
160088,11 Legal Studies,Subject grade,C
160088,11 Legal Studies,Subject grade 2,C
160088,11 Legal Studies,Subject grade 3,C
160088,11 Maths General,Subject grade,B
160088,11 Maths General,Subject grade 2,B
160088,11 Maths General,Subject grade 3,B
160088,11 Outdoor Const,Subject grade,A
160088,11 Outdoor Const,Subject grade 2,NA
160088,11 Outdoor Const,Subject grade 3,A
160088,11 Sport & Recreation,Subject grade,B
160088,11 Sport & Recreation,Subject grade 2,NA
160088,11 Sport & Recreation,Subject grade 3,B
160245,11 English,Subject grade,B
160245,11 English,Subject grade 2,NA
160245,11 English,Subject grade 3,B
160245,11 History,Subject grade,C
160245,11 History,Subject grade 2,C+
160245,11 History,Subject grade 3,C
160245,11 Hospitality,Subject grade,B
160245,11 Hospitality,Subject grade 2,NA
160245,11 Hospitality,Subject grade 3,A
160245,11 Legal Studies,Subject grade,E
160245,11 Legal Studies,Subject grade 2,D
160245,11 Legal Studies,Subject grade 3,D
160245,11 Maths General,Subject grade,blank
160245,11 Maths General,Subject grade 2,blank
160245,11 Maths General,Subject grade 3,blank
160245,11 Outdoor Const,Subject grade,A
160245,11 Outdoor Const,Subject grade 2,NA
160245,11 Outdoor Const,Subject grade 3,A
170353,11 ESL,Subject grade,C+
170353,11 ESL,Subject grade 2,A
170353,11 ESL,Subject grade 3,C
170353,11 Maths General,Subject grade,D
170353,11 Maths General,Subject grade 2,C
170353,11 Maths General,Subject grade 3,D
170353,11 Metalwork,Subject grade,B
170353,11 Metalwork,Subject grade 2,NA
170353,11 Metalwork,Subject grade 3,B
170353,11 Physical Education,Subject grade,C
170353,11 Physical Education,Subject grade 2,C
170353,11 Physical Education,Subject grade 3,C
170353,11 Research Practices,Subject grade,C-
170353,11 Research Practices,Subject grade 2,NA
170353,11 Research Practices,Subject grade 3,C-
170353,11 Woodwork,Subject grade,B
170353,11 Woodwork,Subject grade 2,NA
170353,11 Woodwork,Subject grade 3,B
170359,11 Chemistry,Subject grade,A
170359,11 Chemistry,Subject grade 2,A
170359,11 Chemistry,Subject grade 3,A
170359,11 English Studies,Subject grade,A
170359,11 English Studies,Subject grade 2,A
170359,11 English Studies,Subject grade 3,A
170359,11 Maths Studies 3,Subject grade,A
170359,11 Maths Studies 3,Subject grade 2,A
170359,11 Maths Studies 3,Subject grade 3,A
170359,11 Maths Studies 4,Subject grade,A
170359,11 Maths Studies 4,Subject grade 2,A
170359,11 Maths Studies 4,Subject grade 3,A
170359,11 Physics,Subject grade,A
170359,11 Physics,Subject grade 2,B
170359,11 Physics,Subject grade 3,A
170395,10 PLP,Subject grade,C-
170395,10 PLP,Subject grade 2,NA
170395,10 PLP,Subject grade 3,C-
170395,11 Biology,Subject grade,B
170395,11 Biology,Subject grade 2,A
170395,11 Biology,Subject grade 3,B
170395,11 English,Subject grade,B
170395,11 English,Subject grade 2,NA
170395,11 English,Subject grade 3,B
170395,11 Maths General,Subject grade,C
170395,11 Maths General,Subject grade 2,A
170395,11 Maths General,Subject grade 3,B
170395,11 Nutrition,Subject grade,C
170395,11 Nutrition,Subject grade 2,NA
170395,11 Nutrition,Subject grade 3,C
170395,11 Physical Education,Subject grade,A
170395,11 Physical Education,Subject grade 2,A
170395,11 Physical Education,Subject grade 3,A
170395,11 Scientific St B,Subject grade,C+
170395,11 Scientific St B,Subject grade 2,NA
170395,11 Scientific St B,Subject grade 3,C
